,Prediction,Confidence,True Value
298,occupation,0.9644897,occupation
299,occupation,0.9893671,occupation
300,occupation,0.96753603,occupation
301,occupation,0.78868777,occupation
302,occupation,0.84268665,occupation
303,occupation,0.99737203,occupation
304,occupation,0.9644897,occupation
305,occupation,0.9893671,occupation
306,occupation,0.906693,occupation
307,occupation,0.5743565,occupation
308,occupation,0.7285808,occupation
309,occupation,0.99737203,occupation
310,occupation,0.9644897,occupation
311,occupation,0.9893671,occupation
312,occupation,0.98040414,occupation
313,occupation,0.8827189,occupation
314,occupation,0.95108664,occupation
315,occupation,0.99737203,occupation
316,occupation,0.9644897,occupation
317,occupation,0.9893671,occupation
318,occupation,0.9953074,occupation
319,occupation,0.95831007,occupation
320,occupation,0.93240744,occupation
321,occupation,0.99737203,occupation
322,occupation,0.9644897,occupation
323,occupation,0.9893671,occupation
324,occupation,0.97916937,occupation
325,occupation,0.79833186,occupation
326,occupation,0.86051416,occupation
327,occupation,0.9935121,occupation
328,occupation,0.9269008,occupation
329,occupation,0.9663097,occupation
330,occupation,0.9337839,occupation
331,occupation,0.7232876,occupation
332,occupation,0.80279624,occupation
333,occupation,0.9935121,occupation
334,occupation,0.9269008,occupation
335,occupation,0.9663097,occupation
336,occupation,0.89772856,occupation
337,occupation,0.6450213,occupation
338,occupation,0.673725,occupation
339,occupation,0.9935121,occupation
340,occupation,0.9269008,occupation
341,occupation,0.9663097,occupation
342,occupation,0.9159952,occupation
343,occupation,0.60033315,occupation
344,occupation,0.6442548,occupation
345,occupation,0.9935121,occupation
346,occupation,0.9269008,occupation
347,occupation,0.9663097,occupation
348,occupation,0.9276839,occupation
349,occupation,0.73702544,occupation
350,occupation,0.8166751,occupation
351,occupation,0.9935121,occupation
352,occupation,0.9269008,occupation
353,occupation,0.9663097,occupation
354,occupation,0.9822717,occupation
355,occupation,0.8760045,occupation
356,occupation,0.8997585,occupation
357,occupation,0.9935121,occupation
358,occupation,0.9269008,occupation
359,occupation,0.9663097,occupation
360,occupation,0.98675084,occupation
361,occupation,0.9098399,occupation
362,occupation,0.9438546,occupation
363,occupation,0.99657434,occupation
364,occupation,0.9734828,occupation
365,occupation,0.9903324,occupation
366,occupation,0.98249054,occupation
367,occupation,0.93138784,occupation
368,occupation,0.96191406,occupation
369,occupation,0.99657434,occupation
370,occupation,0.9734828,occupation
371,occupation,0.9903324,occupation
372,occupation,0.97210544,occupation
373,occupation,0.903553,occupation
374,occupation,0.9246605,occupation
375,occupation,0.99657434,occupation
376,occupation,0.9734828,occupation
377,occupation,0.9903324,occupation
378,occupation,0.91659504,occupation
379,occupation,0.7382278,occupation
380,occupation,0.7980706,occupation
381,occupation,0.99657434,occupation
382,occupation,0.9734828,occupation
383,occupation,0.9903324,occupation
384,occupation,0.97846234,occupation
385,occupation,0.90617204,occupation
386,occupation,0.93437684,occupation
387,occupation,0.99657434,occupation
388,occupation,0.9734828,occupation
389,occupation,0.9903324,occupation
390,occupation,0.99483836,occupation
391,occupation,0.96918494,occupation
392,occupation,0.9786987,occupation
393,occupation,0.99657434,occupation
394,occupation,0.9734828,occupation
395,occupation,0.9903324,occupation
396,occupation,0.9982558,occupation
397,occupation,0.98599774,occupation
398,occupation,0.9895217,occupation
399,occupation,0.99936676,occupation
400,occupation,0.9947206,occupation
401,occupation,0.9980213,occupation
402,occupation,0.9964214,occupation
403,occupation,0.98285896,occupation
404,occupation,0.9829429,occupation
405,occupation,0.99936676,occupation
406,occupation,0.9947206,occupation
407,occupation,0.9980213,occupation
408,occupation,0.99240494,occupation
409,occupation,0.97096443,occupation
410,occupation,0.951295,occupation
411,occupation,0.99936676,occupation
412,occupation,0.9947206,occupation
413,occupation,0.9980213,occupation
414,occupation,0.98669595,occupation
415,occupation,0.9319201,occupation
416,occupation,0.94115573,occupation
417,occupation,0.99936676,occupation
418,occupation,0.9947206,occupation
419,occupation,0.9980213,occupation
420,occupation,0.9960747,occupation
421,occupation,0.9803674,occupation
422,occupation,0.9876525,occupation
423,occupation,0.99936676,occupation
424,occupation,0.9947206,occupation
425,occupation,0.9980213,occupation
426,occupation,0.9980619,occupation
427,occupation,0.9891519,occupation
428,occupation,0.98949665,occupation
429,occupation,0.99936676,occupation
430,occupation,0.9947206,occupation
431,occupation,0.9980213,occupation
432,participant,0.9832361,occupation
433,participant,0.9986027,occupation
434,participant,0.9982389,occupation
435,participant,0.98251855,occupation
436,participant,0.99955916,occupation
437,participant,0.9974863,occupation
438,participant,0.9853162,occupation
439,participant,0.99818724,occupation
440,participant,0.9968248,occupation
441,participant,0.98251855,occupation
442,participant,0.99955916,occupation
443,participant,0.9974863,occupation
444,participant,0.99728805,occupation
445,participant,0.99970573,occupation
446,participant,0.99950725,occupation
447,participant,0.98251855,occupation
448,participant,0.99955916,occupation
449,participant,0.9974863,occupation
450,participant,0.9983752,occupation
451,participant,0.9997999,occupation
452,participant,0.99972093,occupation
453,participant,0.98251855,occupation
454,participant,0.99955916,occupation
455,participant,0.9974863,occupation
456,participant,0.99240386,occupation
457,participant,0.9987895,occupation
458,participant,0.998349,occupation
459,participant,0.98251855,occupation
460,participant,0.99955916,occupation
461,participant,0.9974863,occupation
462,participant,0.9731773,occupation
463,participant,0.99726564,occupation
464,participant,0.9968472,occupation
465,participant,0.98251855,occupation
466,participant,0.99955916,occupation
467,participant,0.9974863,occupation
468,participant,0.98660535,occupation
469,participant,0.9990355,occupation
470,participant,0.99819684,occupation
471,participant,0.9937349,occupation
472,participant,0.99985397,occupation
473,participant,0.9987816,occupation
474,participant,0.99075425,occupation
475,participant,0.99894637,occupation
476,participant,0.9975902,occupation
477,participant,0.9937349,occupation
478,participant,0.99985397,occupation
479,participant,0.9987816,occupation
480,participant,0.9967438,occupation
481,participant,0.99968195,occupation
482,participant,0.9991748,occupation
483,participant,0.9937349,occupation
484,participant,0.99985397,occupation
485,participant,0.9987816,occupation
486,participant,0.9986048,occupation
487,participant,0.9998651,occupation
488,participant,0.9997082,occupation
489,participant,0.9937349,occupation
490,participant,0.99985397,occupation
491,participant,0.9987816,occupation
492,participant,0.99630207,occupation
493,participant,0.9995845,occupation
494,participant,0.99916023,occupation
495,participant,0.9937349,occupation
496,participant,0.99985397,occupation
497,participant,0.9987816,occupation
498,participant,0.99001324,occupation
499,participant,0.9991848,occupation
500,participant,0.9988495,occupation
501,participant,0.9937349,occupation
502,participant,0.99985397,occupation
503,participant,0.9987816,occupation
504,participant,0.9978003,occupation
505,participant,0.99983674,occupation
506,participant,0.99969727,occupation
507,participant,0.99835134,occupation
508,participant,0.9999581,occupation
509,participant,0.99963516,occupation
510,participant,0.99744225,occupation
511,participant,0.9997003,occupation
512,participant,0.9991148,occupation
513,participant,0.99835134,occupation
514,participant,0.9999581,occupation
515,participant,0.99963516,occupation
516,participant,0.99833274,occupation
517,participant,0.9998049,occupation
518,participant,0.9996153,occupation
519,participant,0.99835134,occupation
520,participant,0.9999581,occupation
521,participant,0.99963516,occupation
522,participant,0.99969447,occupation
523,participant,0.99996454,occupation
524,participant,0.99993175,occupation
525,participant,0.99835134,occupation
526,participant,0.9999581,occupation
527,participant,0.99963516,occupation
528,participant,0.998241,occupation
529,participant,0.99978364,occupation
530,participant,0.9995709,occupation
531,participant,0.99835134,occupation
532,participant,0.9999581,occupation
533,participant,0.99963516,occupation
534,participant,0.99695957,occupation
535,participant,0.9997054,occupation
536,participant,0.99954385,occupation
537,participant,0.99835134,occupation
538,participant,0.9999581,occupation
539,participant,0.99963516,occupation
540,participant,0.99596524,occupation
541,participant,0.9996496,occupation
542,participant,0.9994483,occupation
543,participant,0.9931588,occupation
544,participant,0.9997555,occupation
545,participant,0.99870497,occupation
546,participant,0.9960033,occupation
547,participant,0.9995489,occupation
548,participant,0.9987561,occupation
549,participant,0.9931588,occupation
550,participant,0.9997555,occupation
551,participant,0.99870497,occupation
552,participant,0.99877477,occupation
553,participant,0.9998707,occupation
554,participant,0.9996969,occupation
555,participant,0.9931588,occupation
556,participant,0.9997555,occupation
557,participant,0.99870497,occupation
558,participant,0.9982278,occupation
559,participant,0.9997863,occupation
560,participant,0.99965745,occupation
561,participant,0.9931588,occupation
562,participant,0.9997555,occupation
563,participant,0.99870497,occupation
564,participant,0.9981916,occupation
565,participant,0.9997255,occupation
566,participant,0.99947643,occupation
567,participant,0.9931588,occupation
568,participant,0.9997555,occupation
569,participant,0.99870497,occupation
570,participant,0.994334,occupation
571,participant,0.9994598,occupation
572,participant,0.9991738,occupation
573,participant,0.9931588,occupation
574,participant,0.9997555,occupation
575,participant,0.99870497,occupation
576,participant,0.98840874,occupation
577,participant,0.9990529,occupation
578,participant,0.99802166,occupation
579,participant,0.98342776,occupation
580,participant,0.99932086,occupation
581,participant,0.99538153,occupation
582,participant,0.99149203,occupation
583,participant,0.9990219,occupation
584,participant,0.99776715,occupation
585,participant,0.98342776,occupation
586,participant,0.99932086,occupation
587,participant,0.99538153,occupation
588,participant,0.9955243,occupation
589,participant,0.9995195,occupation
590,participant,0.99891275,occupation
591,participant,0.98342776,occupation
592,participant,0.99932086,occupation
593,participant,0.99538153,occupation
594,participant,0.998323,occupation
595,participant,0.99979115,occupation
596,participant,0.99956685,occupation
597,participant,0.98342776,occupation
598,participant,0.99932086,occupation
599,participant,0.99538153,occupation
600,participant,0.98918366,occupation
601,participant,0.9984769,occupation
602,participant,0.99752206,occupation
603,participant,0.98342776,occupation
604,participant,0.99932086,occupation
605,participant,0.99538153,occupation
606,participant,0.9794691,occupation
607,participant,0.9981228,occupation
608,participant,0.9960235,occupation
609,participant,0.98342776,occupation
610,participant,0.99932086,occupation
611,participant,0.99538153,occupation
612,participant,0.9714228,occupation
613,participant,0.9972425,occupation
614,participant,0.9958342,occupation
615,participant,0.97679186,occupation
616,participant,0.99902195,occupation
617,participant,0.99668646,occupation
618,participant,0.9813892,occupation
619,participant,0.9979728,occupation
620,participant,0.9963436,occupation
621,participant,0.97679186,occupation
622,participant,0.99902195,occupation
623,participant,0.99668646,occupation
624,participant,0.993986,occupation
625,participant,0.9993111,occupation
626,participant,0.99886537,occupation
627,participant,0.97679186,occupation
628,participant,0.99902195,occupation
629,participant,0.99668646,occupation
630,participant,0.9974602,occupation
631,participant,0.999674,occupation
632,participant,0.9995181,occupation
633,participant,0.97679186,occupation
634,participant,0.99902195,occupation
635,participant,0.99668646,occupation
636,participant,0.9877573,occupation
637,participant,0.9984114,occupation
638,participant,0.9975452,occupation
639,participant,0.97679186,occupation
640,participant,0.99902195,occupation
641,participant,0.99668646,occupation
642,participant,0.95700157,occupation
643,participant,0.9954647,occupation
644,participant,0.99234796,occupation
645,participant,0.97679186,occupation
646,participant,0.99902195,occupation
647,participant,0.99668646,occupation
648,participant,0.9004481,occupation
649,participant,0.98795766,occupation
650,participant,0.97756135,occupation
651,occupation,0.88853806,occupation
652,participant,0.801129,occupation
653,occupation,0.65569997,occupation
654,participant,0.956281,occupation
655,participant,0.9950229,occupation
656,participant,0.99153703,occupation
657,occupation,0.88853806,occupation
658,participant,0.801129,occupation
659,occupation,0.65569997,occupation
660,participant,0.9578,occupation
661,participant,0.9936163,occupation
662,participant,0.9907136,occupation
663,occupation,0.88853806,occupation
664,participant,0.801129,occupation
665,occupation,0.65569997,occupation
666,participant,0.96495295,occupation
667,participant,0.99548894,occupation
668,participant,0.99170995,occupation
669,occupation,0.88853806,occupation
670,participant,0.801129,occupation
671,occupation,0.65569997,occupation
672,participant,0.85268205,occupation
673,participant,0.98254955,occupation
674,participant,0.9652455,occupation
675,occupation,0.88853806,occupation
676,participant,0.801129,occupation
677,occupation,0.65569997,occupation
678,participant,0.91369224,occupation
679,participant,0.9900161,occupation
680,participant,0.98480874,occupation
681,occupation,0.88853806,occupation
682,participant,0.801129,occupation
683,occupation,0.65569997,occupation
684,participant,0.9469908,occupation
685,participant,0.9928437,occupation
686,participant,0.9840706,occupation
687,occupation,0.5980876,occupation
688,participant,0.92544854,occupation
689,participant,0.66730034,occupation
690,participant,0.9455722,occupation
691,participant,0.9936038,occupation
692,participant,0.983139,occupation
693,occupation,0.5980876,occupation
694,participant,0.92544854,occupation
695,participant,0.66730034,occupation
696,participant,0.939029,occupation
697,participant,0.9889714,occupation
698,participant,0.98079264,occupation
699,occupation,0.5980876,occupation
700,participant,0.92544854,occupation
701,participant,0.66730034,occupation
702,participant,0.9674446,occupation
703,participant,0.9955419,occupation
704,participant,0.99053353,occupation
705,occupation,0.5980876,occupation
706,participant,0.92544854,occupation
707,participant,0.66730034,occupation
708,participant,0.8358027,occupation
709,participant,0.9812293,occupation
710,participant,0.9507213,occupation
711,occupation,0.5980876,occupation
712,participant,0.92544854,occupation
713,participant,0.66730034,occupation
714,participant,0.9056007,occupation
715,participant,0.9900654,occupation
716,participant,0.9758459,occupation
717,occupation,0.5980876,occupation
718,participant,0.92544854,occupation
719,participant,0.66730034,occupation
720,participant,0.96637464,occupation
721,participant,0.9954416,occupation
722,participant,0.99034804,occupation
723,participant,0.57336247,occupation
724,participant,0.9541786,occupation
725,participant,0.79779804,occupation
726,participant,0.9709336,occupation
727,participant,0.9956469,occupation
728,participant,0.991451,occupation
729,participant,0.57336247,occupation
730,participant,0.9541786,occupation
731,participant,0.79779804,occupation
732,participant,0.9710177,occupation
733,participant,0.99557483,occupation
734,participant,0.9908205,occupation
735,participant,0.57336247,occupation
736,participant,0.9541786,occupation
737,participant,0.79779804,occupation
738,participant,0.9779881,occupation
739,participant,0.99685603,occupation
740,participant,0.9939829,occupation
741,participant,0.57336247,occupation
742,participant,0.9541786,occupation
743,participant,0.79779804,occupation
744,participant,0.9091705,occupation
745,participant,0.98751414,occupation
746,participant,0.9726916,occupation
747,participant,0.57336247,occupation
748,participant,0.9541786,occupation
749,participant,0.79779804,occupation
750,participant,0.95821816,occupation
751,participant,0.994573,occupation
752,participant,0.9879305,occupation
753,participant,0.57336247,occupation
754,participant,0.9541786,occupation
755,participant,0.79779804,occupation
756,participant,0.98187226,occupation
757,participant,0.99746454,occupation
758,participant,0.99632245,occupation
759,participant,0.591618,occupation
760,participant,0.9605362,occupation
761,participant,0.83157796,occupation
762,participant,0.9825607,occupation
763,participant,0.997793,occupation
764,participant,0.9957965,occupation
765,participant,0.591618,occupation
766,participant,0.9605362,occupation
767,participant,0.83157796,occupation
768,participant,0.9833746,occupation
769,participant,0.9971781,occupation
770,participant,0.99544686,occupation
771,participant,0.591618,occupation
772,participant,0.9605362,occupation
773,participant,0.83157796,occupation
774,participant,0.9910809,occupation
775,participant,0.9980798,occupation
776,participant,0.9971609,occupation
777,participant,0.591618,occupation
778,participant,0.9605362,occupation
779,participant,0.83157796,occupation
780,participant,0.95141673,occupation
781,participant,0.99372125,occupation
782,participant,0.98650616,occupation
783,participant,0.591618,occupation
784,participant,0.9605362,occupation
785,participant,0.83157796,occupation
786,participant,0.9559386,occupation
787,participant,0.99455446,occupation
788,participant,0.990753,occupation
789,participant,0.591618,occupation
790,participant,0.9605362,occupation
791,participant,0.83157796,occupation
792,participant,0.8591691,occupation
793,participant,0.9835493,occupation
794,participant,0.955767,occupation
795,occupation,0.8366712,occupation
796,participant,0.8228183,occupation
797,occupation,0.6225412,occupation
798,participant,0.9069522,occupation
799,participant,0.989691,occupation
800,participant,0.9743087,occupation
801,occupation,0.8366712,occupation
802,participant,0.8228183,occupation
803,occupation,0.6225412,occupation
804,participant,0.8723103,occupation
805,participant,0.981715,occupation
806,participant,0.9591855,occupation
807,occupation,0.8366712,occupation
808,participant,0.8228183,occupation
809,occupation,0.6225412,occupation
810,participant,0.93822694,occupation
811,participant,0.99082524,occupation
812,participant,0.9794172,occupation
813,occupation,0.8366712,occupation
814,participant,0.8228183,occupation
815,occupation,0.6225412,occupation
816,participant,0.8646133,occupation
817,participant,0.97741425,occupation
818,participant,0.9482382,occupation
819,occupation,0.8366712,occupation
820,participant,0.8228183,occupation
821,occupation,0.6225412,occupation
822,participant,0.88944966,occupation
823,participant,0.9859389,occupation
824,participant,0.9625048,occupation
825,occupation,0.8366712,occupation
826,participant,0.8228183,occupation
827,occupation,0.6225412,occupation
828,participant,0.84408945,occupation
829,participant,0.9820189,occupation
830,participant,0.9651386,occupation
831,occupation,0.7636397,occupation
832,participant,0.8806286,occupation
833,participant,0.5366649,occupation
834,participant,0.8882616,occupation
835,participant,0.98753005,occupation
836,participant,0.9724579,occupation
837,occupation,0.7636397,occupation
838,participant,0.8806286,occupation
839,participant,0.5366649,occupation
840,participant,0.90669376,occupation
841,participant,0.98607105,occupation
842,participant,0.9748104,occupation
843,occupation,0.7636397,occupation
844,participant,0.8806286,occupation
845,participant,0.5366649,occupation
846,participant,0.88664085,occupation
847,participant,0.98621017,occupation
848,participant,0.9724018,occupation
849,occupation,0.7636397,occupation
850,participant,0.8806286,occupation
851,participant,0.5366649,occupation
852,participant,0.684961,occupation
853,participant,0.96081,occupation
854,participant,0.90591615,occupation
855,occupation,0.7636397,occupation
856,participant,0.8806286,occupation
857,participant,0.5366649,occupation
858,participant,0.88808614,occupation
859,participant,0.9838135,occupation
860,participant,0.9699681,occupation
861,occupation,0.7636397,occupation
862,participant,0.8806286,occupation
863,participant,0.5366649,occupation
864,occupation,0.99467945,occupation
865,occupation,0.92334145,occupation
866,occupation,0.96836805,occupation
867,occupation,0.99917185,occupation
868,occupation,0.98093414,occupation
869,occupation,0.99584633,occupation
870,occupation,0.9467348,occupation
871,occupation,0.58221644,occupation
872,occupation,0.7640031,occupation
873,occupation,0.99917185,occupation
874,occupation,0.98093414,occupation
875,occupation,0.99584633,occupation
876,occupation,0.91703296,occupation
877,participant,0.5270541,occupation
878,occupation,0.698031,occupation
879,occupation,0.99917185,occupation
880,occupation,0.98093414,occupation
881,occupation,0.99584633,occupation
882,occupation,0.8493764,occupation
883,participant,0.6675921,occupation
884,participant,0.51150215,occupation
885,occupation,0.99917185,occupation
886,occupation,0.98093414,occupation
887,occupation,0.99584633,occupation
888,occupation,0.98229456,occupation
889,occupation,0.8607149,occupation
890,occupation,0.9338885,occupation
891,occupation,0.99917185,occupation
892,occupation,0.98093414,occupation
893,occupation,0.99584633,occupation
894,occupation,0.98793674,occupation
895,occupation,0.85255814,occupation
896,occupation,0.93606305,occupation
897,occupation,0.99917185,occupation
898,occupation,0.98093414,occupation
899,occupation,0.99584633,occupation
900,occupation,0.9661633,occupation
901,occupation,0.5869191,occupation
902,occupation,0.8010585,occupation
903,occupation,0.9875804,occupation
904,occupation,0.7721872,occupation
905,occupation,0.94183177,occupation
906,occupation,0.9040823,occupation
907,participant,0.60992837,occupation
908,occupation,0.61880696,occupation
909,occupation,0.9875804,occupation
910,occupation,0.7721872,occupation
911,occupation,0.94183177,occupation
912,occupation,0.9105387,occupation
913,participant,0.61706585,occupation
914,occupation,0.67454785,occupation
915,occupation,0.9875804,occupation
916,occupation,0.7721872,occupation
917,occupation,0.94183177,occupation
918,occupation,0.7081956,occupation
919,participant,0.8365873,occupation
920,participant,0.66621643,occupation
921,occupation,0.9875804,occupation
922,occupation,0.7721872,occupation
923,occupation,0.94183177,occupation
924,occupation,0.94513065,occupation
925,occupation,0.56979567,occupation
926,occupation,0.80106145,occupation
927,occupation,0.9875804,occupation
