,Prediction,Confidence,True Value
238,participant,0.97564363,occupation
239,participant,0.93661207,occupation
240,participant,0.8749056,occupation
241,participant,0.90430534,occupation
242,participant,0.78739166,occupation
243,participant,0.97140974,occupation
244,participant,0.97564363,occupation
245,participant,0.93661207,occupation
246,participant,0.8184888,occupation
247,participant,0.8820808,occupation
248,participant,0.59165424,occupation
249,participant,0.97140974,occupation
250,participant,0.97564363,occupation
251,participant,0.93661207,occupation
252,participant,0.9723644,occupation
253,participant,0.9804979,occupation
254,participant,0.9631373,occupation
255,participant,0.9896698,occupation
256,participant,0.9911741,occupation
257,participant,0.9791641,occupation
258,participant,0.9705009,occupation
259,participant,0.98013794,occupation
260,participant,0.9566342,occupation
261,participant,0.9896698,occupation
262,participant,0.9911741,occupation
263,participant,0.9791641,occupation
264,participant,0.93705446,occupation
265,participant,0.963832,occupation
266,participant,0.8940971,occupation
267,participant,0.9896698,occupation
268,participant,0.9911741,occupation
269,participant,0.9791641,occupation
270,participant,0.90743554,occupation
271,participant,0.9354886,occupation
272,participant,0.86038077,occupation
273,participant,0.9896698,occupation
274,participant,0.9911741,occupation
275,participant,0.9791641,occupation
276,participant,0.8484955,occupation
277,participant,0.89043546,occupation
278,participant,0.7956727,occupation
279,participant,0.9896698,occupation
280,participant,0.9911741,occupation
281,participant,0.9791641,occupation
282,participant,0.9612954,occupation
283,participant,0.97707355,occupation
284,participant,0.9133164,occupation
285,participant,0.9896698,occupation
286,participant,0.9911741,occupation
287,participant,0.9791641,occupation
288,participant,0.9580166,occupation
289,participant,0.9684604,occupation
290,participant,0.9498874,occupation
291,participant,0.99017,occupation
292,participant,0.9924171,occupation
293,participant,0.98692036,occupation
294,participant,0.9773768,occupation
295,participant,0.98680973,occupation
296,participant,0.96343446,occupation
297,participant,0.99017,occupation
298,participant,0.9924171,occupation
299,participant,0.98692036,occupation
300,participant,0.9226354,occupation
301,participant,0.94167167,occupation
302,participant,0.8294772,occupation
303,participant,0.99017,occupation
304,participant,0.9924171,occupation
305,participant,0.98692036,occupation
306,participant,0.9220718,occupation
307,participant,0.94672805,occupation
308,participant,0.89383966,occupation
309,participant,0.99017,occupation
310,participant,0.9924171,occupation
311,participant,0.98692036,occupation
312,participant,0.8848685,occupation
313,participant,0.91135913,occupation
314,participant,0.8192267,occupation
315,participant,0.99017,occupation
316,participant,0.9924171,occupation
317,participant,0.98692036,occupation
318,participant,0.9558947,occupation
319,participant,0.97558516,occupation
320,participant,0.926972,occupation
321,participant,0.99017,occupation
322,participant,0.9924171,occupation
323,participant,0.98692036,occupation
324,participant,0.78354985,occupation
325,participant,0.8311349,occupation
326,participant,0.67597246,occupation
327,participant,0.9014557,occupation
328,participant,0.9169403,occupation
329,participant,0.94385666,occupation
330,participant,0.82670134,occupation
331,participant,0.8660254,occupation
332,participant,0.7500228,occupation
333,participant,0.9014557,occupation
334,participant,0.9169403,occupation
335,participant,0.94385666,occupation
336,participant,0.7617799,occupation
337,participant,0.8314477,occupation
338,participant,0.65249604,occupation
339,participant,0.9014557,occupation
340,participant,0.9169403,occupation
341,participant,0.94385666,occupation
342,participant,0.75712895,occupation
343,participant,0.81366724,occupation
344,participant,0.64927936,occupation
345,participant,0.9014557,occupation
346,participant,0.9169403,occupation
347,participant,0.94385666,occupation
348,participant,0.53532547,occupation
349,participant,0.6081617,occupation
350,occupation,0.6323075,occupation
351,participant,0.9014557,occupation
352,participant,0.9169403,occupation
353,participant,0.94385666,occupation
354,participant,0.7651321,occupation
355,participant,0.82698315,occupation
356,participant,0.5506801,occupation
357,participant,0.9014557,occupation
358,participant,0.9169403,occupation
359,participant,0.94385666,occupation
360,participant,0.8391571,occupation
361,participant,0.8857624,occupation
362,participant,0.7707172,occupation
363,participant,0.9523133,occupation
364,participant,0.9609108,occupation
365,participant,0.9533532,occupation
366,participant,0.91712946,occupation
367,participant,0.94510424,occupation
368,participant,0.88406396,occupation
369,participant,0.9523133,occupation
370,participant,0.9609108,occupation
371,participant,0.9533532,occupation
372,participant,0.83962977,occupation
373,participant,0.8981284,occupation
374,participant,0.74184954,occupation
375,participant,0.9523133,occupation
376,participant,0.9609108,occupation
377,participant,0.9533532,occupation
378,participant,0.8287165,occupation
379,participant,0.8851518,occupation
380,participant,0.7234453,occupation
381,participant,0.9523133,occupation
382,participant,0.9609108,occupation
383,participant,0.9533532,occupation
384,participant,0.8118449,occupation
385,participant,0.85775274,occupation
386,participant,0.6504927,occupation
387,participant,0.9523133,occupation
388,participant,0.9609108,occupation
389,participant,0.9533532,occupation
390,participant,0.82791936,occupation
391,participant,0.8851566,occupation
392,participant,0.6734551,occupation
393,participant,0.9523133,occupation
394,participant,0.9609108,occupation
395,participant,0.9533532,occupation
396,participant,0.78387636,occupation
397,participant,0.84304255,occupation
398,participant,0.6154853,occupation
399,participant,0.92356473,occupation
400,participant,0.937233,occupation
401,participant,0.90539247,occupation
402,participant,0.9243574,occupation
403,participant,0.94806826,occupation
404,participant,0.87005883,occupation
405,participant,0.92356473,occupation
406,participant,0.937233,occupation
407,participant,0.90539247,occupation
408,participant,0.8221254,occupation
409,participant,0.8860721,occupation
410,participant,0.71331227,occupation
411,participant,0.92356473,occupation
412,participant,0.937233,occupation
413,participant,0.90539247,occupation
414,participant,0.7370681,occupation
415,participant,0.81169176,occupation
416,participant,0.58103186,occupation
417,participant,0.92356473,occupation
418,participant,0.937233,occupation
419,participant,0.90539247,occupation
420,participant,0.58554745,occupation
421,participant,0.6878495,occupation
422,occupation,0.6101841,occupation
423,participant,0.92356473,occupation
424,participant,0.937233,occupation
425,participant,0.90539247,occupation
426,participant,0.8219329,occupation
427,participant,0.8692232,occupation
428,participant,0.5617446,occupation
429,participant,0.92356473,occupation
430,participant,0.937233,occupation
431,participant,0.90539247,occupation
432,participant,0.9697674,participant
433,participant,0.98194194,participant
434,participant,0.9502791,participant
435,participant,0.9923924,participant
436,participant,0.99607205,participant
437,participant,0.99103713,participant
438,participant,0.99418175,participant
439,participant,0.9953219,participant
440,participant,0.99013156,participant
441,participant,0.9923924,participant
442,participant,0.99607205,participant
443,participant,0.99103713,participant
444,participant,0.98844886,participant
445,participant,0.9902994,participant
446,participant,0.98031515,participant
447,participant,0.9923924,participant
448,participant,0.99607205,participant
449,participant,0.99103713,participant
450,participant,0.8718194,participant
451,participant,0.8945359,participant
452,participant,0.7815606,participant
453,participant,0.9923924,participant
454,participant,0.99607205,participant
455,participant,0.99103713,participant
456,participant,0.91026187,participant
457,participant,0.93277127,participant
458,participant,0.8706419,participant
459,participant,0.9923924,participant
460,participant,0.99607205,participant
461,participant,0.99103713,participant
462,participant,0.822786,participant
463,participant,0.87251693,participant
464,participant,0.7644467,participant
465,participant,0.9923924,participant
466,participant,0.99607205,participant
467,participant,0.99103713,participant
468,participant,0.9926988,participant
469,participant,0.99626034,participant
470,participant,0.9906716,participant
471,participant,0.9975725,participant
472,participant,0.99891025,participant
473,participant,0.9973772,participant
474,participant,0.99039817,participant
475,participant,0.9932225,participant
476,participant,0.98679644,participant
477,participant,0.9975725,participant
478,participant,0.99891025,participant
479,participant,0.9973772,participant
480,participant,0.9921406,participant
481,participant,0.99411774,participant
482,participant,0.9869869,participant
483,participant,0.9975725,participant
484,participant,0.99891025,participant
485,participant,0.9973772,participant
486,participant,0.9349281,participant
487,participant,0.95174664,participant
488,participant,0.91945904,participant
489,participant,0.9975725,participant
490,participant,0.99891025,participant
491,participant,0.9973772,participant
492,participant,0.95978487,participant
493,participant,0.9640782,participant
494,participant,0.94984347,participant
495,participant,0.9975725,participant
496,participant,0.99891025,participant
497,participant,0.9973772,participant
498,participant,0.9600702,participant
499,participant,0.9725722,participant
500,participant,0.9566588,participant
501,participant,0.9975725,participant
502,participant,0.99891025,participant
503,participant,0.9973772,participant
504,participant,0.9844722,participant
505,participant,0.99305654,participant
506,participant,0.9827951,participant
507,participant,0.994835,participant
508,participant,0.99787885,participant
509,participant,0.9947798,participant
510,participant,0.99500436,participant
511,participant,0.99714243,participant
512,participant,0.9927259,participant
513,participant,0.994835,participant
514,participant,0.99787885,participant
515,participant,0.9947798,participant
516,participant,0.97897995,participant
517,participant,0.98861283,participant
518,participant,0.97325164,participant
519,participant,0.994835,participant
520,participant,0.99787885,participant
521,participant,0.9947798,participant
522,participant,0.908959,participant
523,participant,0.94547313,participant
524,participant,0.8855948,participant
525,participant,0.994835,participant
526,participant,0.99787885,participant
527,participant,0.9947798,participant
528,participant,0.9215953,participant
529,participant,0.9475779,participant
530,participant,0.9071753,participant
531,participant,0.994835,participant
532,participant,0.99787885,participant
533,participant,0.9947798,participant
534,participant,0.9511328,participant
535,participant,0.9734583,participant
536,participant,0.9468209,participant
537,participant,0.994835,participant
538,participant,0.99787885,participant
539,participant,0.9947798,participant
540,participant,0.8887943,participant
541,participant,0.95183444,participant
542,participant,0.8665271,participant
543,participant,0.96248865,participant
544,participant,0.9848425,participant
545,participant,0.9638831,participant
546,participant,0.96740663,participant
547,participant,0.97835207,participant
548,participant,0.95130354,participant
549,participant,0.96248865,participant
550,participant,0.9848425,participant
551,participant,0.9638831,participant
552,participant,0.95807934,participant
553,participant,0.9730835,participant
554,participant,0.93626046,participant
555,participant,0.96248865,participant
556,participant,0.9848425,participant
557,participant,0.9638831,participant
558,participant,0.7712992,participant
559,participant,0.8579418,participant
560,participant,0.70437104,participant
561,participant,0.96248865,participant
562,participant,0.9848425,participant
563,participant,0.9638831,participant
564,participant,0.8134426,participant
565,participant,0.8781257,participant
566,participant,0.7561111,participant
567,participant,0.96248865,participant
568,participant,0.9848425,participant
569,participant,0.9638831,participant
570,participant,0.68847394,participant
571,participant,0.78807485,participant
572,participant,0.6444357,participant
573,participant,0.96248865,participant
574,participant,0.9848425,participant
575,participant,0.9638831,participant
576,participant,0.9122231,participant
577,participant,0.9491296,participant
578,participant,0.887857,participant
579,participant,0.961505,participant
580,participant,0.98260075,participant
581,participant,0.9478071,participant
582,participant,0.9639139,participant
583,participant,0.97259784,participant
584,participant,0.94829124,participant
585,participant,0.961505,participant
586,participant,0.98260075,participant
587,participant,0.9478071,participant
588,participant,0.92608136,participant
589,participant,0.9425799,participant
590,participant,0.8919353,participant
591,participant,0.961505,participant
592,participant,0.98260075,participant
593,participant,0.9478071,participant
594,participant,0.76167953,participant
595,participant,0.8157176,participant
596,participant,0.6930569,participant
597,participant,0.961505,participant
598,participant,0.98260075,participant
599,participant,0.9478071,participant
600,participant,0.8790693,participant
601,participant,0.90986055,participant
602,participant,0.8381813,participant
603,participant,0.961505,participant
604,participant,0.98260075,participant
605,participant,0.9478071,participant
606,participant,0.6971373,participant
607,participant,0.77056915,participant
608,participant,0.6407747,participant
609,participant,0.961505,participant
610,participant,0.98260075,participant
611,participant,0.9478071,participant
612,participant,0.8421803,participant
613,participant,0.9109698,participant
614,participant,0.8315247,participant
615,participant,0.91701555,participant
616,participant,0.9592797,participant
617,participant,0.90316755,participant
618,participant,0.96199644,participant
619,participant,0.9748722,participant
620,participant,0.9453532,participant
621,participant,0.91701555,participant
622,participant,0.9592797,participant
623,participant,0.90316755,participant
624,participant,0.94134367,participant
625,participant,0.9621246,participant
626,participant,0.9184068,participant
627,participant,0.91701555,participant
628,participant,0.9592797,participant
629,participant,0.90316755,participant
630,participant,0.5936042,participant
631,participant,0.7067893,participant
632,participant,0.535657,participant
633,participant,0.91701555,participant
634,participant,0.9592797,participant
635,participant,0.90316755,participant
636,participant,0.7238778,participant
637,participant,0.81131715,participant
638,participant,0.6778226,participant
639,participant,0.91701555,participant
640,participant,0.9592797,participant
641,participant,0.90316755,participant
642,participant,0.73137844,participant
643,participant,0.79943407,participant
644,participant,0.7002839,participant
645,participant,0.91701555,participant
646,participant,0.9592797,participant
647,participant,0.90316755,participant
648,participant,0.9989777,participant
649,participant,0.9982144,participant
650,participant,0.99473315,participant
651,participant,0.99884063,participant
652,participant,0.9979855,participant
653,participant,0.9883743,participant
654,participant,0.99961084,participant
655,participant,0.99949574,participant
656,participant,0.9989021,participant
657,participant,0.99884063,participant
658,participant,0.9979855,participant
659,participant,0.9883743,participant
660,participant,0.99946016,participant
661,participant,0.9993738,participant
662,participant,0.9987436,participant
663,participant,0.99884063,participant
664,participant,0.9979855,participant
665,participant,0.9883743,participant
666,participant,0.9988237,participant
667,participant,0.99831915,participant
668,participant,0.99608415,participant
669,participant,0.99884063,participant
670,participant,0.9979855,participant
671,participant,0.9883743,participant
672,participant,0.99624395,participant
673,participant,0.99514264,participant
674,participant,0.98808604,participant
675,participant,0.99884063,participant
676,participant,0.9979855,participant
677,participant,0.9883743,participant
678,participant,0.9962506,participant
679,participant,0.99535024,participant
680,participant,0.98757505,participant
681,participant,0.99884063,participant
682,participant,0.9979855,participant
683,participant,0.9883743,participant
684,participant,0.99957263,participant
685,participant,0.9992497,participant
686,participant,0.9986262,participant
687,participant,0.9992685,participant
688,participant,0.99894387,participant
689,participant,0.99486876,participant
690,participant,0.99919343,participant
691,participant,0.99881387,participant
692,participant,0.9976807,participant
693,participant,0.9992685,participant
694,participant,0.99894387,participant
695,participant,0.99486876,participant
696,participant,0.9992508,participant
697,participant,0.9990483,participant
698,participant,0.9983573,participant
699,participant,0.9992685,participant
700,participant,0.99894387,participant
701,participant,0.99486876,participant
702,participant,0.9987992,participant
703,participant,0.99815094,participant
704,participant,0.9954239,participant
705,participant,0.9992685,participant
706,participant,0.99894387,participant
707,participant,0.99486876,participant
708,participant,0.9949446,participant
709,participant,0.99362314,participant
710,participant,0.98472965,participant
711,participant,0.9992685,participant
712,participant,0.99894387,participant
713,participant,0.99486876,participant
714,participant,0.9978885,participant
715,participant,0.9973593,participant
716,participant,0.9933677,participant
717,participant,0.9992685,participant
718,participant,0.99894387,participant
719,participant,0.99486876,participant
720,participant,0.998943,participant
721,participant,0.9981897,participant
722,participant,0.99705213,participant
723,participant,0.99894595,participant
724,participant,0.9984938,participant
725,participant,0.9946936,participant
726,participant,0.99851227,participant
727,participant,0.9982839,participant
728,participant,0.9967959,participant
729,participant,0.99894595,participant
730,participant,0.9984938,participant
731,participant,0.9946936,participant
732,participant,0.9986933,participant
733,participant,0.99823976,participant
734,participant,0.9971725,participant
735,participant,0.99894595,participant
736,participant,0.9984938,participant
737,participant,0.9946936,participant
738,participant,0.99823046,participant
739,participant,0.99754286,participant
740,participant,0.99514014,participant
741,participant,0.99894595,participant
742,participant,0.9984938,participant
743,participant,0.9946936,participant
744,participant,0.9936448,participant
745,participant,0.99237204,participant
746,participant,0.9835084,participant
747,participant,0.99894595,participant
748,participant,0.9984938,participant
749,participant,0.9946936,participant
750,participant,0.9971614,participant
751,participant,0.9967247,participant
752,participant,0.99224865,participant
753,participant,0.99894595,participant
754,participant,0.9984938,participant
755,participant,0.9946936,participant
756,participant,0.997473,participant
757,participant,0.99490607,participant
758,participant,0.9896246,participant
759,participant,0.997644,participant
760,participant,0.995788,participant
761,participant,0.97966594,participant
762,participant,0.996225,participant
763,participant,0.99491066,participant
764,participant,0.99075913,participant
765,participant,0.997644,participant
766,participant,0.995788,participant
767,participant,0.97966594,participant
768,participant,0.99726826,participant
769,participant,0.9961429,participant
770,participant,0.9944494,participant
771,participant,0.997644,participant
772,participant,0.995788,participant
773,participant,0.97966594,participant
774,participant,0.9963403,participant
775,participant,0.9935732,participant
776,participant,0.9860068,participant
777,participant,0.997644,participant
778,participant,0.995788,participant
779,participant,0.97966594,participant
780,participant,0.98962617,participant
781,participant,0.98641366,participant
782,participant,0.9703575,participant
783,participant,0.997644,participant
784,participant,0.995788,participant
785,participant,0.97966594,participant
786,participant,0.99077916,participant
787,participant,0.9879691,participant
788,participant,0.9733817,participant
789,participant,0.997644,participant
790,participant,0.995788,participant
791,participant,0.97966594,participant
792,participant,0.99148804,participant
793,participant,0.98767257,participant
794,participant,0.9750361,participant
795,participant,0.99009794,participant
796,participant,0.9872929,participant
797,participant,0.93364686,participant
798,participant,0.9922768,participant
799,participant,0.99155354,participant
800,participant,0.97826153,participant
801,participant,0.99009794,participant
802,participant,0.9872929,participant
803,participant,0.93364686,participant
804,participant,0.9910187,participant
805,participant,0.9903527,participant
806,participant,0.982838,participant
807,participant,0.99009794,participant
808,participant,0.9872929,participant
809,participant,0.93364686,participant
810,participant,0.98984206,participant
811,participant,0.9862944,participant
812,participant,0.9649443,participant
813,participant,0.99009794,participant
814,participant,0.9872929,participant
815,participant,0.93364686,participant
816,participant,0.9836099,participant
817,participant,0.9791866,participant
818,participant,0.9498307,participant
819,participant,0.99009794,participant
820,participant,0.9872929,participant
821,participant,0.93364686,participant
822,participant,0.9781766,participant
823,participant,0.9771438,participant
824,participant,0.9432846,participant
825,participant,0.99009794,participant
826,participant,0.9872929,participant
827,participant,0.93364686,participant
828,participant,0.9721042,participant
829,participant,0.9596868,participant
830,participant,0.90398335,participant
831,participant,0.98686755,participant
832,participant,0.98268825,participant
833,participant,0.8323434,participant
834,participant,0.99383235,participant
835,participant,0.9927407,participant
836,participant,0.9817205,participant
837,participant,0.98686755,participant
838,participant,0.98268825,participant
839,participant,0.8323434,participant
840,participant,0.9910194,participant
841,participant,0.99068075,participant
842,participant,0.9817735,participant
843,participant,0.98686755,participant
844,participant,0.98268825,participant
845,participant,0.8323434,participant
846,participant,0.9861255,participant
847,participant,0.9817768,participant
848,participant,0.95370924,participant
849,participant,0.98686755,participant
850,participant,0.98268825,participant
851,participant,0.8323434,participant
852,participant,0.9730314,participant
853,participant,0.9703185,participant
854,participant,0.9265499,participant
855,participant,0.98686755,participant
856,participant,0.98268825,participant
857,participant,0.8323434,participant
858,participant,0.94890356,participant
859,participant,0.9383433,participant
860,participant,0.842468,participant
861,participant,0.98686755,participant
862,participant,0.98268825,participant
863,participant,0.8323434,participant
864,occupation,0.9999685,occupation
865,occupation,0.99994516,occupation
866,occupation,0.99999666,occupation
867,occupation,0.99972486,occupation
868,occupation,0.99952203,occupation
869,occupation,0.9999518,occupation
870,occupation,0.9994316,occupation
871,occupation,0.9990572,occupation
872,occupation,0.99989086,occupation
873,occupation,0.99972486,occupation
874,occupation,0.99952203,occupation
875,occupation,0.9999518,occupation
876,occupation,0.99979824,occupation
877,occupation,0.9996543,occupation
878,occupation,0.99996275,occupation
879,occupation,0.99972486,occupation
880,occupation,0.99952203,occupation
881,occupation,0.9999518,occupation
882,occupation,0.9998086,occupation
883,occupation,0.9996585,occupation
884,occupation,0.9999591,occupation
885,occupation,0.99972486,occupation
886,occupation,0.99952203,occupation
887,occupation,0.9999518,occupation
888,occupation,0.9998355,occupation
889,occupation,0.9997126,occupation
890,occupation,0.9999639,occupation
891,occupation,0.99972486,occupation
892,occupation,0.99952203,occupation
893,occupation,0.9999518,occupation
894,occupation,0.99996424,occupation
895,occupation,0.99995023,occupation
896,occupation,0.99999696,occupation
897,occupation,0.99972486,occupation
898,occupation,0.99952203,occupation
899,occupation,0.9999518,occupation
900,occupation,0.99880725,occupation
901,occupation,0.99734443,occupation
902,occupation,0.9998028,occupation
903,occupation,0.9905305,occupation
904,occupation,0.98106146,occupation
905,occupation,0.9962079,occupation
906,occupation,0.9974298,occupation
907,occupation,0.9953739,occupation
908,occupation,0.9993618,occupation
909,occupation,0.9905305,occupation
910,occupation,0.98106146,occupation
911,occupation,0.9962079,occupation
912,occupation,0.9987416,occupation
913,occupation,0.9987279,occupation
914,occupation,0.99962723,occupation
915,occupation,0.9905305,occupation
916,occupation,0.98106146,occupation
917,occupation,0.9962079,occupation
918,occupation,0.99914867,occupation
919,occupation,0.9987764,occupation
920,occupation,0.9997502,occupation
921,occupation,0.9905305,occupation
922,occupation,0.98106146,occupation
923,occupation,0.9962079,occupation
924,occupation,0.9996589,occupation
925,occupation,0.99955434,occupation
926,occupation,0.9999091,occupation
927,occupation,0.9905305,occupation
928,occupation,0.98106146,occupation
929,occupation,0.9962079,occupation
930,occupation,0.9994479,occupation
931,occupation,0.99928826,occupation
932,occupation,0.9999067,occupation
933,occupation,0.9905305,occupation
934,occupation,0.98106146,occupation
935,occupation,0.9962079,occupation
936,occupation,0.9996875,occupation
937,occupation,0.9993385,occupation
938,occupation,0.99993956,occupation
939,occupation,0.9971198,occupation
940,occupation,0.9951985,occupation
941,occupation,0.9981812,occupation
942,occupation,0.99892414,occupation
943,occupation,0.998589,occupation
944,occupation,0.9996104,occupation
945,occupation,0.9971198,occupation
946,occupation,0.9951985,occupation
947,occupation,0.9981812,occupation
948,occupation,0.9993046,occupation
949,occupation,0.9988187,occupation
950,occupation,0.99981815,occupation
951,occupation,0.9971198,occupation
952,occupation,0.9951985,occupation
953,occupation,0.9981812,occupation
954,occupation,0.9994857,occupation
955,occupation,0.9991256,occupation
956,occupation,0.99982554,occupation
